390.000	0.000
391.447	0.000
392.895	0.000
394.342	0.006
395.789	0.017
397.237	0.051
398.684	0.079
400.132	0.129
401.579	0.180
403.026	0.230
404.474	0.281
405.921	0.348
407.368	0.427
408.816	0.506
410.263	0.596
411.711	0.702
413.158	0.781
414.605	0.871
416.053	0.927
417.500	0.972
418.947	1.000
420.395	1.000
421.842	1.000
423.289	0.994
424.737	0.978
426.184	0.961
427.632	0.944
429.079	0.921
430.526	0.899
431.974	0.871
433.421	0.837
434.868	0.792
436.316	0.764
437.763	0.725
439.211	0.697
440.658	0.674
442.105	0.640
443.553	0.612
445.000	0.584
446.447	0.562
447.895	0.539
449.342	0.528
450.789	0.506
452.237	0.489
453.684	0.478
455.132	0.461
456.579	0.444
458.026	0.433
459.474	0.421
460.921	0.410
462.368	0.399
463.816	0.382
465.263	0.365
466.711	0.337
468.158	0.315
469.605	0.292
471.053	0.275
472.500	0.253
473.947	0.230
475.395	0.219
476.842	0.202
478.289	0.191
479.737	0.180
481.184	0.163
482.632	0.146
484.079	0.135
485.526	0.118
486.974	0.112
488.421	0.101
489.868	0.096
491.316	0.090
492.763	0.084
494.211	0.073
495.658	0.067
497.105	0.062
498.553	0.056
500.000	0.051
