350.000	0.008
355.158	0.011
360.316	0.011
365.474	0.014
370.632	0.014
375.789	0.014
380.947	0.011
386.105	0.008
391.263	0.005
396.421	0.003
401.579	0.000
406.737	0.003
411.895	0.008
417.053	0.011
422.211	0.016
427.368	0.024
432.526	0.030
437.684	0.032
442.842	0.043
448.000	0.065
453.158	0.095
458.316	0.124
463.474	0.170
468.632	0.214
473.789	0.254
478.947	0.292
484.105	0.324
489.263	0.359
494.421	0.395
499.579	0.443
504.737	0.508
509.895	0.568
515.053	0.638
520.211	0.711
525.368	0.768
530.526	0.830
535.684	0.892
540.842	0.922
546.000	0.949
551.158	0.976
556.316	0.995
561.474	1.000
566.632	0.992
571.789	0.968
576.947	0.938
582.105	0.900
587.263	0.873
592.421	0.819
597.579	0.770
602.737	0.700
607.895	0.651
613.053	0.603
618.211	0.535
623.368	0.503
628.526	0.459
633.684	0.416
638.842	0.378
644.000	0.335
649.158	0.300
654.316	0.270
659.474	0.241
664.632	0.214
669.789	0.186
674.947	0.162
680.105	0.143
685.263	0.130
690.421	0.114
695.579	0.100
700.737	0.089
705.895	0.084
711.053	0.081
716.211	0.076
721.368	0.073
726.526	0.070
731.684	0.068
736.842	0.065
742.000	0.065
