200.0	1935.36836111159
204.0	2110.07446110442
208.0	2287.13406034563
212.0	2466.68787083002
216.0	2648.82538169275
220.0	2833.59348006602
224.0	3063.59824121194
228.0	3296.43816966641
232.0	3532.26510900587
236.0	3771.18015094153
240.0	4013.2411115258
244.0	4309.13287665175
248.0	4608.39305631486
252.0	4911.17722513323
256.0	5217.60170773722
260.0	5527.72418195956
264.0	5901.02236301748
268.0	6278.26273364901
272.0	6659.61569448467
276.0	7045.19780839149
280.0	7435.08517182336
284.0	7898.24363519064
288.0	8365.96959531508
292.0	8838.43343235891
296.0	9315.7668227282
300.0	9798.05317282477
304.0	10364.4531063815
308.0	10936.0826151267
312.0	11513.1306037988
316.0	12095.7289529533
320.0	12683.9757933236
324.0	13367.9261556279
328.0	14057.816056847
332.0	14753.8454734961
336.0	15456.1538874165
340.0	16164.8504441516
344.0	16981.5982407722
348.0	17805.0433766499
352.0	18635.3932252746
356.0	19472.7985640043
360.0	20317.372184474
364.0	21283.0649127534
368.0	22256.2570046811
372.0	23237.1631788928
376.0	24225.9454530547
380.0	25222.7276210841
384.0	26354.4520565317
388.0	27494.5257204732
392.0	28643.1632517084
396.0	29800.5489570262
400.0	30966.8028449277
404.0	32282.6173208339
408.0	33607.6712292068
412.0	34942.1940090089
416.0	36286.3738060963
420.0	37640.3453725653
424.0	39159.2023094492
428.0	40688.2367766939
432.0	42227.6930100197
436.0	43777.7555862035
440.0	45338.5777078364
444.0	47080.3311906438
448.0	48833.2482382543
452.0	50597.573029034
456.0	52373.51238048
460.0	54161.2157379197
464.0	56146.6952088423
468.0	58144.3572997875
472.0	60154.4720054629
476.0	62177.2425422627
480.0	64212.8404550728
484.0	66463.8136756079
488.0	68728.0474563815
492.0	71005.8118083059
496.0	73297.3285236494
500.0	75602.769143617
504.0	78141.8539269054
508.0	80695.3214626424
512.0	83263.4454054805
516.0	85846.4623568849
520.0	88444.547487265
524.0	91295.3627929783
528.0	94161.7234415308
532.0	97043.9178280709
536.0	99942.182621828
540.0	102856.71508744
544.0	106043.799820505
548.0	109247.640314737
552.0	112468.5360266
556.0	115706.727385537
560.0	118962.422704088
564.0	122511.2136957
568.0	126078.018736206
572.0	129663.137251167
576.0	133266.831850746
580.0	136889.307122253
584.0	140826.216476231
588.0	144782.4349085
592.0	148758.280276692
596.0	152754.018946205
600.0	155739.902676553
604.0	158996.169477476
608.0	162207.635936654
612.0	165375.220294932
616.0	168499.815869394
620.0	171582.291893295
624.0	174930.461822721
628.0	178229.636617094
632.0	181480.883913498
636.0	184685.240553324
640.0	187843.71368469
644.0	191260.599929913
648.0	194624.587437694
652.0	197936.895204699
656.0	201198.705059076
660.0	204411.163066371
664.0	207874.057586089
668.0	211280.506546062
672.0	214631.878892507
676.0	217929.499659469
680.0	221174.651715545
684.0	224660.795901651
688.0	228087.387749148
692.0	231455.940296161
696.0	234767.91575585
700.0	238024.727632728
704.0	241511.74700539
708.0	244936.618568362
712.0	248300.989101565
716.0	251606.447712932
720.0	254854.528341165
724.0	258321.50316728
728.0	261724.278118768
732.0	265064.620072952
736.0	268344.231660375
740.0	271564.754158653
744.0	274992.229858596
748.0	278354.022105504
752.0	281652.001096011
756.0	284887.966694443
760.0	288063.651708248
764.0	291434.24102604
768.0	294738.226448722
772.0	297977.562832588
776.0	301154.129273839
780.0	304269.732743445
784.0	307568.001971591
788.0	310799.299094576
792.0	313965.643436673
796.0	317068.973948483
800.0	320111.153166357

