150.000	0.002
154.000	0.002
158.000	0.002
162.000	0.004
166.000	0.004
170.000	0.006
174.000	0.012
178.000	0.021
182.000	0.048
186.000	0.083
190.000	0.108
194.000	0.121
198.000	0.125
202.000	0.119
206.000	0.108
210.000	0.108
214.000	0.119
218.000	0.154
222.000	0.206
226.000	0.241
230.000	0.241
234.000	0.229
238.000	0.208
242.000	0.191
246.000	0.191
250.000	0.204
254.000	0.239
258.000	0.291
262.000	0.351
266.000	0.405
270.000	0.468
274.000	0.534
278.000	0.609
282.000	0.678
286.000	0.738
290.000	0.792
294.000	0.844
298.000	0.890
302.000	0.931
306.000	0.975
310.000	1.000
314.000	1.000
318.000	0.988
322.000	0.944
326.000	0.879
330.000	0.811
334.000	0.740
338.000	0.690
342.000	0.628
346.000	0.547
350.000	0.464
354.000	0.401
358.000	0.351
362.000	0.308
366.000	0.274
370.000	0.233
374.000	0.195
378.000	0.173
382.000	0.150
386.000	0.129
390.000	0.116
394.000	0.098
398.000	0.079
402.000	0.067
406.000	0.060
410.000	0.054
414.000	0.046
418.000	0.035
422.000	0.029
426.000	0.019
430.000	0.010
434.000	0.004
438.000	0.004
442.000	0.004
446.000	0.004
450.000	0.000
