400.000	0.000
401.316	0.011
402.632	0.022
403.947	0.045
405.263	0.078
406.579	0.123
407.895	0.173
409.211	0.229
410.526	0.285
411.842	0.346
413.158	0.413
414.474	0.486
415.789	0.581
417.105	0.665
418.421	0.760
419.737	0.844
421.053	0.916
422.368	0.966
423.684	0.989
425.000	1.000
426.316	1.000
427.632	1.000
428.947	0.989
430.263	0.972
431.579	0.950
432.895	0.927
434.211	0.911
435.526	0.888
436.842	0.860
438.158	0.821
439.474	0.788
440.789	0.749
442.105	0.721
443.421	0.693
444.737	0.665
446.053	0.637
447.368	0.615
448.684	0.581
450.000	0.559
451.316	0.536
452.632	0.525
453.947	0.508
455.263	0.492
456.579	0.475
457.895	0.458
459.211	0.447
460.526	0.436
461.842	0.419
463.158	0.408
464.474	0.402
465.789	0.380
467.105	0.363
468.421	0.346
469.737	0.318
471.053	0.296
472.368	0.274
473.684	0.251
475.000	0.235
476.316	0.218
477.632	0.207
478.947	0.196
480.263	0.184
481.579	0.168
482.895	0.156
484.211	0.145
485.526	0.134
486.842	0.123
488.158	0.112
489.474	0.106
490.789	0.095
492.105	0.089
493.421	0.084
494.737	0.078
496.053	0.067
497.368	0.061
498.684	0.056
500.000	0.056
