380.000	0.041
381.600	0.058
383.200	0.085
384.800	0.124
386.400	0.176
388.000	0.239
389.600	0.316
391.200	0.415
392.800	0.519
394.400	0.623
396.000	0.709
397.600	0.780
399.200	0.843
400.800	0.884
402.400	0.925
404.000	0.958
405.600	0.980
407.200	0.997
408.800	1.000
410.400	0.989
412.000	0.961
413.600	0.914
415.200	0.832
416.800	0.750
418.400	0.678
420.000	0.626
421.600	0.590
423.200	0.560
424.800	0.538
426.400	0.516
428.000	0.500
429.600	0.489
431.200	0.475
432.800	0.461
434.400	0.445
436.000 0.431
437.600	0.418
439.200	0.401
440.800	0.382
442.400	0.365
444.000	0.349
445.600	0.332
447.200	0.310
448.800	0.291
450.400	0.269
452.000	0.247
453.600	0.223
455.200	0.201
456.800	0.181
458.400	0.168
460.000	0.151
463.200	0.127
464.800	0.116
466.400	0.107
468.000	0.096
469.600	0.088
471.200	0.083
472.800	0.074
474.400	0.069
476.000	0.066
477.600	0.061
479.200	0.058
480.800	0.055
482.400	0.052
484.000	0.047
485.600	0.044
487.200	0.041
488.800	0.039
490.400	0.036
492.000	0.033
493.600	0.030
495.200	0.025
496.800	0.025
498.400	0.022
500.000	0.020
