380.000	0.000
381.908	0.017
383.816	0.050
385.724	0.099
387.632	0.177
389.539	0.254
391.447	0.354
393.355	0.453
395.263	0.536
397.171	0.597
399.079	0.635
400.987	0.663
402.895	0.685
404.803	0.696
406.711	0.713
408.618	0.729
410.526	0.751
412.434	0.790
414.342	0.834
416.250	0.890
418.158	0.928
420.066	0.961
421.974	0.983
423.882	1.000
425.789	0.994
427.697	0.956
429.605	0.912
431.513	0.856
433.421	0.812
435.329	0.790
437.237	0.779
439.145	0.768
441.053	0.762
442.961	0.751
444.868	0.740
446.776	0.718
448.684	0.696
450.592	0.669
452.500	0.641
454.408	0.608
456.316	0.575
458.224	0.547
460.132	0.530
462.039	0.508
463.947	0.492
465.855	0.475
467.763	0.453
469.671	0.436
471.579	0.420
473.487	0.403
475.395	0.387
477.303	0.376
479.211	0.354
481.118	0.337
483.026	0.315
484.934	0.298
486.842	0.282
488.750	0.271
490.658	0.249
492.566	0.238
494.474	0.221
496.382	0.199
498.289	0.188
500.197	0.171
502.105	0.160
504.013	0.149
505.921	0.138
507.829	0.127
509.737	0.116
511.645	0.110
513.553	0.099
515.461	0.088
517.368	0.077
519.276	0.072
521.184	0.066
523.092	0.061
525.000	0.061
